PROFIL,R51 Breite,R52 Stärke,R60,R61,R20,R40,R41,,,
PR_003,6,2.0,5.82,5.82, ,0.29,0.29,,,
PR_003,6,2.1,5.59,5.59, ,0.31,0.31,,,
PR_003,6,2.2,5.37,5.37, ,0.34,0.34,,,
PR_003,6,2.3,5.18,5.18, ,0.36,0.36,,,
PR_003,6,2.4,5.00,5.00, ,0.39,0.39,,,
PR_003,6,2.5,4.84,4.84, ,0.42,0.42,,,
PR_003,6,2.6,4.70,4.70, ,0.45,0.45,,,
PR_003,6,2.7,4.57,4.57, ,0.48,0.48,,,
PR_003,6,2.8,4.44,4.44, ,0.51,0.51,,,
PR_003,6,2.9,4.33,4.33, ,0.55,0.55,,,
PR_003,6,3.0,4.23,4.23, ,0.58,0.58,,,
PR_003,6,3.1,4.13,4.13, ,0.62,0.62,,,
PR_003,6.5,0.8,16.03,16.03, ,0.08,0.08,,,
PR_003,6.5,0.9,14.28,14.28, ,0.09,0.09,,,
PR_003,6.5,1.0,12.90,12.90, ,0.11,0.11,,,
PR_003,6.5,1.1,11.76,11.76, ,0.12,0.12,,,
PR_003,6.5,1.2,10.82,10.82, ,0.14,0.14,,,
PR_003,6.5,1.3,10.03,10.03, ,0.15,0.15,,,
PR_003,6.5,1.4,9.35,9.35, ,0.17,0.17,,,
PR_003,6.5,1.5,8.77,8.77, ,0.18,0.18,,,
PR_003,6.5,1.6,8.26,8.26, ,0.20,0.20,,,
PR_003,6.5,1.7,7.82,7.82, ,0.22,0.22,,,
PR_003,6.5,1.8,7.42,7.42, ,0.24,0.24,,,
PR_003,6.5,1.9,7.07,7.07, ,0.26,0.26,,,
PR_003,6.5,2.0,6.76,6.76, ,0.28,0.28,,,
PR_003,6.5,2.1,6.48,6.48, ,0.30,0.30,,,
PR_003,6.5,2.2,6.22,6.22, ,0.32,0.32,,,
PR_003,6.5,2.3,6.00,6.00, ,0.35,0.35,,,
PR_003,6.5,2.4,5.79,5.79, ,0.37,0.37,,,
PR_003,6.5,2.5,5.60,5.60, ,0.40,0.40,,,
PR_003,6.5,2.6,5.42,5.42, ,0.42,0.42,,,
PR_003,6.5,2.7,5.26,5.26, ,0.45,0.45,,,
PR_003,6.5,2.8,5.11,5.11, ,0.48,0.48,,,
PR_003,6.5,2.9,4.98,4.98, ,0.51,0.51,,,
PR_003,6.5,3.0,4.85,4.85, ,0.55,0.55,,,
PR_003,6.5,3.1,4.74,4.74, ,0.58,0.58,,,
PR_003,7,0.8,18.56,18.56, ,0.08,0.08,,,
PR_003,7,0.9,16.54,16.54, ,0.09,0.09,,,
PR_003,7,1.0,14.92,14.92, ,0.11,0.11,,,
PR_003,7,1.1,13.61,13.61, ,0.12,0.12,,,
PR_003,7,1.2,12.51,12.51, ,0.13,0.13,,,
PR_003,7,1.3,11.59,11.59, ,0.15,0.15,,,
PR_003,7,1.4,10.80,10.80, ,0.16,0.16,,,
PR_003,7,1.5,10.12,10.12, ,0.18,0.18,,,
PR_003,7,1.6,9.53,9.53, ,0.20,0.20,,,
PR_003,7,1.7,9.01,9.01, ,0.21,0.21,,,
PR_003,7,1.8,8.55,8.55, ,0.23,0.23,,,
PR_003,7,1.9,8.14,8.14, ,0.25,0.25,,,
PR_003,7,2.0,7.77,7.77, ,0.27,0.27,,,
PR_003,7,2.1,7.44,7.44, ,0.29,0.29,,,
PR_003,7,2.2,7.15,7.15, ,0.31,0.31,,,
PR_003,7,2.3,6.88,6.88, ,0.33,0.33,,,
PR_003,7,2.4,6.63,6.63, ,0.36,0.36,,,
PR_003,7,2.5,6.41,6.41, ,0.38,0.38,,,
PR_003,7,2.6,6.20,6.20, ,0.40,0.40,,,
PR_003,7,2.7,6.01,6.01, ,0.43,0.43,,,
PR_003,7,2.8,5.84,5.84, ,0.46,0.46,,,
PR_003,7,2.9,5.68,5.68, ,0.49,0.49,,,
PR_003,7,3.0,5.53,5.53, ,0.51,0.51,,,
PR_003,7,3.1,5.39,5.39, ,0.55,0.55,,,
PR_003,7.5,0.8,21.28,21.28, ,0.08,0.08,,,
PR_003,7.5,0.9,18.96,18.96, ,0.09,0.09,,,
PR_003,7.5,1.0,17.10,17.10, ,0.10,0.10,,,
PR_003,7.5,1.1,15.59,15.59, ,0.12,0.12,,,
PR_003,7.5,1.2,14.33,14.33, ,0.13,0.13,,,
PR_003,7.5,1.3,13.26,13.26, ,0.14,0.14,,,
PR_003,7.5,1.4,12.36,12.36, ,0.16,0.16,,,
PR_003,7.5,1.5,11.57,11.57, ,0.17,0.17,,,
PR_003,7.5,1.6,10.89,10.89, ,0.19,0.19,,,
PR_003,7.5,1.7,10.29,10.29, ,0.21,0.21,,,
PR_003,7.5,1.8,9.76,9.76, ,0.22,0.22,,,
PR_003,7.5,1.9,9.29,9.29, ,0.24,0.24,,,
PR_003,7.5,2.0,8.86,8.86, ,0.26,0.26,,,
PR_003,7.5,2.1,8.48,8.48, ,0.28,0.28,,,
PR_003,7.5,2.2,8.14,8.14, ,0.30,0.30,,,
PR_003,7.5,2.3,7.82,7.82, ,0.32,0.32,,,
PR_003,7.5,2.4,7.54,7.54, ,0.34,0.34,,,
PR_003,7.5,2.5,7.28,7.28, ,0.36,0.36,,,
PR_003,7.5,2.6,7.04,7.04, ,0.39,0.39,,,
PR_003,7.5,2.7,6.82,6.82, ,0.41,0.41,,,
PR_003,7.5,2.8,6.62,6.62, ,0.44,0.44,,,
PR_003,7.5,2.9,6.43,6.43, ,0.46,0.46,,,
PR_003,7.5,3.0,6.26,6.26, ,0.49,0.49,,,
PR_003,7.5,3.1,6.09,6.09, ,0.52,0.52,,,
PR_003,8,0.8,24.19,24.19, ,0.08,0.08,,,
PR_003,8,0.9,21.54,21.54, ,0.09,0.09,,,
PR_003,8,1.0,19.43,19.43, ,0.10,0.10,,,
PR_003,8,1.1,17.70,17.70, ,0.12,0.12,,,
PR_003,8,1.2,16.27,16.27, ,0.13,0.13,,,
PR_003,8,1.3,15.05,15.05, ,0.14,0.14,,,
PR_003,8,1.4,14.02,14.02, ,0.16,0.16,,,
PR_003,8,1.5,13.12,13.12, ,0.17,0.17,,,
PR_003,8,1.6,12.34,12.34, ,0.19,0.19,,,
PR_003,8,1.7,11.66,11.66, ,0.20,0.20,,,
PR_003,8,1.8,11.05,11.05, ,0.22,0.22,,,
PR_003,8,1.9,10.51,10.51, ,0.24,0.24,,,
PR_003,8,2.0,10.03,10.03, ,0.25,0.25,,,
PR_003,8,2.1,9.59,9.59, ,0.27,0.27,,,
PR_003,8,2.2,9.19,9.19, ,0.29,0.29,,,
PR_003,8,2.3,8.83,8.83, ,0.31,0.31,,,
PR_003,8,2.4,8.51,8.51, ,0.33,0.33,,,
PR_003,8,2.5,8.21,8.21, ,0.35,0.35,,,
PR_003,8,2.6,7.93,7.93, ,0.37,0.37,,,
PR_003,8,2.7,7.68,7.68, ,0.40,0.40,,,
PR_003,8,2.8,7.45,7.45, ,0.42,0.42,,,
PR_003,8,2.9,7.23,7.23, ,0.44,0.44,,,
PR_003,8,3.0,7.03,7.03, ,0.47,0.47,,,
PR_003,8,3.1,6.84,6.84, ,0.50,0.50,,,
PR_003,8.5,0.8,27.29,27.29, ,0.08,0.08,,,
PR_003,8.5,0.9,24.29,24.29, ,0.09,0.09,,,
PR_003,8.5,1.0,21.90,21.90, ,0.10,0.10,,,
PR_003,8.5,1.1,19.95,19.95, ,0.11,0.11,,,
PR_003,8.5,1.2,18.33,18.33, ,0.13,0.13,,,
PR_003,8.5,1.3,16.96,16.96, ,0.14,0.14,,,
PR_003,8.5,1.4,15.79,15.79, ,0.15,0.15,,,
PR_003,8.5,1.5,14.78,14.78, ,0.17,0.17,,,
PR_003,8.5,1.6,13.89,13.89, ,0.18,0.18,,,
PR_003,8.5,1.7,13.12,13.12, ,0.20,0.20,,,
PR_003,8.5,1.8,12.43,12.43, ,0.21,0.21,,,
PR_003,8.5,1.9,11.81,11.81, ,0.23,0.23,,,
PR_003,8.5,2.0,11.26,11.26, ,0.25,0.25,,,
PR_003,8.5,2.1,10.77,10.77, ,0.26,0.26,,,
PR_003,8.5,2.2,10.32,10.32, ,0.28,0.28,,,
PR_003,8.5,2.3,9.91,9.91, ,0.30,0.30,,,
PR_003,8.5,2.4,9.54,9.54, ,0.32,0.32,,,
PR_003,8.5,2.5,9.20,9.20, ,0.34,0.34,,,
PR_003,8.5,2.6,8.89,8.89, ,0.36,0.36,,,
PR_003,8.5,2.7,8.60,8.60, ,0.38,0.38,,,
PR_003,8.5,2.8,8.33,8.33, ,0.40,0.40,,,
PR_003,8.5,2.9,8.09,8.09, ,0.43,0.43,,,
PR_003,8.5,3.0,7.86,7.86, ,0.45,0.45,,,
PR_003,8.5,3.1,7.64,7.64, ,0.48,0.48,,,
PR_003,9,0.8,30.57,30.57, ,0.08,0.08,,,
PR_003,9,0.9,27.21,27.21, ,0.09,0.09,,,
PR_003,9,1.0,24.53,24.53, ,0.10,0.10,,,
PR_003,9,1.1,22.34,22.34, ,0.11,0.11,,,
PR_003,9,1.2,20.52,20.52, ,0.13,0.13,,,
PR_003,9,1.3,18.98,18.98, ,0.14,0.14,,,
PR_003,9,1.4,17.67,17.67, ,0.15,0.15,,,
PR_003,9,1.5,16.53,16.53, ,0.17,0.17,,,
PR_003,9,1.6,15.54,15.54, ,0.18,0.18,,,
PR_003,9,1.7,14.66,14.66, ,0.19,0.19,,,
PR_003,9,1.8,13.89,13.89, ,0.21,0.21,,,
PR_003,9,1.9,13.20,13.20, ,0.23,0.23,,,
PR_003,9,2.0,12.58,12.58, ,0.24,0.24,,,
PR_003,9,2.1,12.02,12.02, ,0.26,0.26,,,
PR_003,9,2.2,11.51,11.51, ,0.28,0.28,,,
PR_003,9,2.3,11.05,11.05, ,0.29,0.29,,,
PR_003,9,2.4,10.63,10.63, ,0.31,0.31,,,
PR_003,9,2.5,10.25,10.25, ,0.33,0.33,,,
PR_003,9,2.6,9.90,9.90, ,0.35,0.35,,,
PR_003,9,2.7,9.57,9.57, ,0.37,0.37,,,
PR_003,9,2.8,9.27,9.27, ,0.39,0.39,,,
PR_003,9,2.9,8.99,8.99, ,0.41,0.41,,,
PR_003,9,3.0,8.73,8.73, ,0.44,0.44,,,
PR_003,9,3.1,8.49,8.49, ,0.46,0.46,,,
PR_003,9.5,0.8,34.04,34.04, ,0.08,0.08,,,
PR_003,9.5,0.9,30.30,30.30, ,0.09,0.09,,,
PR_003,9.5,1.0,27.31,27.31, ,0.10,0.10,,,
PR_003,9.5,1.1,24.87,24.87, ,0.11,0.11,,,
PR_003,9.5,1.2,22.83,22.83, ,0.12,0.12,,,
PR_003,9.5,1.3,21.12,21.12, ,0.14,0.14,,,
PR_003,9.5,1.4,19.65,19.65, ,0.15,0.15,,,
PR_003,9.5,1.5,18.38,18.38, ,0.16,0.16,,,
PR_003,9.5,1.6,17.27,17.27, ,0.18,0.18,,,
PR_003,9.5,1.7,16.30,16.30, ,0.19,0.19,,,
PR_003,9.5,1.8,15.43,15.43, ,0.21,0.21,,,
PR_003,9.5,1.9,14.66,14.66, ,0.22,0.22,,,
PR_003,9.5,2.0,13.97,13.97, ,0.24,0.24,,,
PR_003,9.5,2.1,13.34,13.34, ,0.25,0.25,,,
PR_003,9.5,2.2,12.78,12.78, ,0.27,0.27,,,
PR_003,9.5,2.3,12.26,12.26, ,0.29,0.29,,,
PR_003,9.5,2.4,11.79,11.79, ,0.31,0.31,,,
PR_003,9.5,2.5,11.36,11.36, ,0.32,0.32,,,
PR_003,9.5,2.6,10.96,10.96, ,0.34,0.34,,,
PR_003,9.5,2.7,10.60,10.60, ,0.36,0.36,,,
PR_003,9.5,2.8,10.26,10.26, ,0.38,0.38,,,
PR_003,9.5,2.9,9.95,9.95, ,0.40,0.40,,,
PR_003,9.5,3.0,9.66,9.66, ,0.42,0.42,,,
PR_003,9.5,3.1,9.39,9.39, ,0.45,0.45,,,
PR_003,10,0.8,37.70,37.70, ,0.08,0.08,,,
PR_003,10,0.9,33.55,33.55, ,0.09,0.09,,,
PR_003,10,1.0,30.24,30.24, ,0.10,0.10,,,
PR_003,10,1.1,27.53,27.53, ,0.11,0.11,,,
PR_003,10,1.2,25.27,25.27, ,0.12,0.12,,,
PR_003,10,1.3,23.37,23.37, ,0.13,0.13,,,
PR_003,10,1.4,21.74,21.74, ,0.15,0.15,,,
PR_003,10,1.5,20.33,20.33, ,0.16,0.16,,,
PR_003,10,1.6,19.10,19.10, ,0.17,0.17,,,
PR_003,10,1.7,18.02,18.02, ,0.19,0.19,,,
PR_003,10,1.8,17.06,17.06, ,0.20,0.20,,,
PR_003,10,1.9,16.20,16.20, ,0.22,0.22,,,
PR_003,10,2.0,15.43,15.43, ,0.23,0.23,,,
PR_003,10,2.1,14.74,14.74, ,0.25,0.25,,,
PR_003,10,2.2,14.11,14.11, ,0.27,0.27,,,
PR_003,10,2.3,13.54,13.54, ,0.28,0.28,,,
PR_003,10,2.4,13.01,13.01, ,0.30,0.30,,,
PR_003,10,2.5,12.53,12.53, ,0.32,0.32,,,
PR_003,10,2.6,12.09,12.09, ,0.33,0.33,,,
PR_003,10,2.7,11.68,11.68, ,0.35,0.35,,,
PR_003,10,2.8,11.31,11.31, ,0.37,0.37,,,
PR_003,10,2.9,10.96,10.96, ,0.39,0.39,,,
PR_003,10,3.0,10.63,10.63, ,0.41,0.41,,,
PR_003,10,3.1,10.33,10.33, ,0.43,0.43,,,
PR_004,3,0.8,7.67,7.67, ,0.30,0.30,,,
PR_004,3,0.9,6.84,6.84, ,0.35,0.35,,,
PR_004,3,1.0,6.17,6.17, ,0.39,0.39,,,
PR_004,3,1.1,5.63,5.63, ,0.44,0.44,,,
PR_004,3,1.2,5.18,5.18, ,0.49,0.49,,,
PR_004,3,1.3,4.80,4.80, ,0.54,0.54,,,
PR_004,3,1.4,4.47,4.47, ,0.59,0.59,,,
PR_004,3,1.5,4.19,4.19, ,0.65,0.65,,,
PR_004,3,1.6,3.95,3.95, ,0.70,0.70,,,
PR_004,3,1.7,3.73,3.73, ,0.76,0.76,,,
PR_004,3,1.8,3.54,3.54, ,0.81,0.81,,,
PR_004,3,1.9,3.38,3.38, ,0.87,0.87,,,
PR_004,3,2.0,3.23,3.23, ,0.93,0.93,,,
PR_004,3,2.1,3.09,3.09, ,0.99,0.99,,,
PR_004,3,2.2,2.97,2.97, ,1.05,1.05,,,
PR_004,3,2.3,2.86,2.86, ,1.10,1.10,,,
PR_004,3,2.4,2.76,2.76, ,1.16,1.16,,,
PR_004,3,2.5,2.66,2.66, ,1.22,1.22,,,
PR_004,3,2.6,2.58,2.58, ,1.28,1.28,,,
PR_004,3,2.7,2.50,2.50, ,1.34,1.34,,,
PR_004,3,2.8,2.43,2.43, ,1.39,1.39,,,
PR_004,3,2.9,2.36,2.36, ,1.45,1.45,,,
PR_004,3,3.0,2.30,2.30, ,1.50,1.50,,,
PR_004,3,3.1,2.25,2.25, ,1.55,1.55,,,
PR_004,3.5,0.8,10.42,10.42, ,0.29,0.29,,,
PR_004,3.5,0.9,9.28,9.28, ,0.34,0.34,,,
PR_004,3.5,1.0,8.37,8.37, ,0.38,0.38,,,
PR_004,3.5,1.1,7.63,7.63, ,0.43,0.43,,,
PR_004,3.5,1.2,7.01,7.01, ,0.47,0.47,,,
PR_004,3.5,1.3,6.49,6.49, ,0.52,0.52,,,
PR_004,3.5,1.4,6.04,6.04, ,0.57,0.57,,,
PR_004,3.5,1.5,5.66,5.66, ,0.62,0.62,,,
PR_004,3.5,1.6,5.32,5.32, ,0.67,0.67,,,
PR_004,3.5,1.7,5.03,5.03, ,0.73,0.73,,,
PR_004,3.5,1.8,4.76,4.76, ,0.78,0.78,,,
PR_004,3.5,1.9,4.53,4.53, ,0.83,0.83,,,
PR_004,3.5,2.0,4.32,4.32, ,0.89,0.89,,,
PR_004,3.5,2.1,4.14,4.14, ,0.95,0.95,,,
PR_004,3.5,2.2,3.97,3.97, ,1.00,1.00,,,
PR_004,3.5,2.3,3.81,3.81, ,1.06,1.06,,,
PR_004,3.5,2.4,3.67,3.67, ,1.12,1.12,,,
PR_004,3.5,2.5,3.54,3.54, ,1.18,1.18,,,
PR_004,3.5,2.6,3.42,3.42, ,1.24,1.24,,,
PR_004,3.5,2.7,3.31,3.31, ,1.30,1.30,,,
PR_004,3.5,2.8,3.21,3.21, ,1.36,1.36,,,
PR_004,3.5,2.9,3.12,3.12, ,1.42,1.42,,,
PR_004,3.5,3.0,3.04,3.04, ,1.48,1.48,,,
PR_004,3.5,3.1,2.96,2.96, ,1.53,1.53,,,
PR_004,4,0.8,13.59,13.59, ,0.29,0.29,,,
PR_004,4,0.9,12.09,12.09, ,0.33,0.33,,,
PR_004,4,1.0,10.90,10.90, ,0.37,0.37,,,
PR_004,4,1.1,9.93,9.93, ,0.42,0.42,,,
PR_004,4,1.2,9.12,9.12, ,0.46,0.46,,,
PR_004,4,1.3,8.44,8.44, ,0.51,0.51,,,
PR_004,4,1.4,7.85,7.85, ,0.56,0.56,,,
PR_004,4,1.5,7.35,7.35, ,0.60,0.60,,,
PR_004,4,1.6,6.90,6.90, ,0.65,0.65,,,
PR_004,4,1.7,6.52,6.52, ,0.70,0.70,,,
PR_004,4,1.8,6.17,6.17, ,0.75,0.75,,,
PR_004,4,1.9,5.87,5.87, ,0.81,0.81,,,
PR_004,4,2.0,5.59,5.59, ,0.86,0.86,,,
PR_004,4,2.1,5.34,5.34, ,0.91,0.91,,,
PR_004,4,2.2,5.12,5.12, ,0.97,0.97,,,
PR_004,4,2.3,4.91,4.91, ,1.03,1.03,,,
PR_004,4,2.4,4.73,4.73, ,1.08,1.08,,,
PR_004,4,2.5,4.56,4.56, ,1.14,1.14,,,
PR_004,4,2.6,4.40,4.40, ,1.20,1.20,,,
PR_004,4,2.7,4.25,4.25, ,1.26,1.26,,,
PR_004,4,2.8,4.12,4.12, ,1.32,1.32,,,
PR_004,4,2.9,4.00,4.00, ,1.37,1.37,,,
PR_004,4,3.0,3.88,3.88, ,1.43,1.43,,,
PR_004,4,3.1,3.77,3.77, ,1.49,1.49,,,
PR_004,4.5,0.8,17.18,17.18, ,0.29,0.29,,,
PR_004,4.5,0.9,15.28,15.28, ,0.33,0.33,,,
PR_004,4.5,1.0,13.77,13.77, ,0.37,0.37,,,
PR_004,4.5,1.1,12.54,12.54, ,0.41,0.41,,,
PR_004,4.5,1.2,11.51,11.51, ,0.45,0.45,,,
PR_004,4.5,1.3,10.64,10.64, ,0.50,0.50,,,
PR_004,4.5,1.4,9.90,9.90, ,0.54,0.54,,,
PR_004,4.5,1.5,9.26,9.26, ,0.59,0.59,,,
PR_004,4.5,1.6,8.70,8.70, ,0.64,0.64,,,
PR_004,4.5,1.7,8.20,8.20, ,0.69,0.69,,,
PR_004,4.5,1.8,7.77,7.77, ,0.73,0.73,,,
PR_004,4.5,1.9,7.38,7.38, ,0.79,0.79,,,
PR_004,4.5,2.0,7.03,7.03, ,0.84,0.84,,,
PR_004,4.5,2.1,6.71,6.71, ,0.89,0.89,,,
PR_004,4.5,2.2,6.42,6.42, ,0.94,0.94,,,
PR_004,4.5,2.3,6.16,6.16, ,1.00,1.00,,,
PR_004,4.5,2.4,5.92,5.92, ,1.05,1.05,,,
PR_004,4.5,2.5,5.70,5.70, ,1.11,1.11,,,
PR_004,4.5,2.6,5.50,5.50, ,1.16,1.16,,,
PR_004,4.5,2.7,5.32,5.32, ,1.22,1.22,,,
PR_004,4.5,2.8,5.15,5.15, ,1.28,1.28,,,
PR_004,4.5,2.9,4.99,4.99, ,1.33,1.33,,,
PR_004,4.5,3.0,4.84,4.84, ,1.39,1.39,,,
PR_004,4.5,3.1,4.70,4.70, ,1.45,1.45,,,
PR_004,5,0.8,21.19,21.19, ,0.28,0.28,,,
PR_004,5,0.9,18.85,18.85, ,0.32,0.32,,,
PR_004,5,1.0,16.98,16.98, ,0.36,0.36,,,
PR_004,5,1.1,15.46,15.46, ,0.40,0.40,,,
PR_004,5,1.2,14.19,14.19, ,0.45,0.45,,,
PR_004,5,1.3,13.11,13.11, ,0.49,0.49,,,
PR_004,5,1.4,12.19,12.19, ,0.53,0.53,,,
PR_004,5,1.5,11.40,11.40, ,0.58,0.58,,,
PR_004,5,1.6,10.70,10.70, ,0.62,0.62,,,
PR_004,5,1.7,10.09,10.09, ,0.67,0.67,,,
PR_004,5,1.8,9.55,9.55, ,0.72,0.72,,,
PR_004,5,1.9,9.07,9.07, ,0.77,0.77,,,
PR_004,5,2.0,8.63,8.63, ,0.82,0.82,,,
PR_004,5,2.1,8.24,8.24, ,0.87,0.87,,,
PR_004,5,2.2,7.88,7.88, ,0.92,0.92,,,
PR_004,5,2.3,7.56,7.56, ,0.97,0.97,,,
PR_004,5,2.4,7.26,7.26, ,1.02,1.02,,,
PR_004,5,2.5,6.99,6.99, ,1.08,1.08,,,
PR_004,5,2.6,6.74,6.74, ,1.13,1.13,,,
PR_004,5,2.7,6.51,6.51, ,1.18,1.18,,,
PR_004,5,2.8,6.29,6.29, ,1.24,1.24,,,
PR_004,5,2.9,6.09,6.09, ,1.30,1.30,,,
PR_004,5,3.0,5.91,5.91, ,1.35,1.35,,,
PR_004,5,3.1,5.74,5.74, ,1.41,1.41,,,
PR_004,5.5,0.8,25.62,25.62, ,0.28,0.28,,,
PR_004,5.5,0.9,22.79,22.79, ,0.32,0.32,,,
PR_004,5.5,1.0,20.53,20.53, ,0.36,0.36,,,
PR_004,5.5,1.1,18.68,18.68, ,0.40,0.40,,,
PR_004,5.5,1.2,17.14,17.14, ,0.44,0.44,,,
PR_004,5.5,1.3,15.84,15.84, ,0.48,0.48,,,
PR_004,5.5,1.4,14.73,14.73, ,0.52,0.52,,,
PR_004,5.5,1.5,13.76,13.76, ,0.57,0.57,,,
PR_004,5.5,1.6,12.92,12.92, ,0.61,0.61,,,
PR_004,5.5,1.7,12.18,12.18, ,0.66,0.66,,,
PR_004,5.5,1.8,11.52,11.52, ,0.70,0.70,,,
PR_004,5.5,1.9,10.93,10.93, ,0.75,0.75,,,
PR_004,5.5,2.0,10.40,10.40, ,0.80,0.80,,,
PR_004,5.5,2.1,9.93,9.93, ,0.85,0.85,,,
PR_004,5.5,2.2,9.49,9.49, ,0.90,0.90,,,
PR_004,5.5,2.3,9.10,9.10, ,0.95,0.95,,,
PR_004,5.5,2.4,8.74,8.74, ,1.00,1.00,,,
PR_004,5.5,2.5,8.41,8.41, ,1.05,1.05,,,
PR_004,5.5,2.6,8.10,8.10, ,1.10,1.10,,,
PR_004,5.5,2.7,7.82,7.82, ,1.16,1.16,,,
PR_004,5.5,2.8,7.56,7.56, ,1.21,1.21,,,
PR_004,5.5,2.9,7.32,7.32, ,1.26,1.26,,,
PR_004,5.5,3.0,7.09,7.09, ,1.32,1.32,,,
PR_004,5.5,3.1,6.88,6.88, ,1.38,1.38,,,
PR_004,6,0.8,30.48,30.48, ,0.28,0.28,,,
PR_004,6,0.9,27.11,27.11, ,0.32,0.32,,,
PR_004,6,1.0,24.41,24.41, ,0.35,0.35,,,
PR_004,6,1.1,22.21,22.21, ,0.39,0.39,,,
PR_004,6,1.2,20.38,20.38, ,0.43,0.43,,,
PR_004,6,1.3,18.83,18.83, ,0.48,0.48,,,
PR_004,6,1.4,17.50,17.50, ,0.52,0.52,,,
PR_004,6,1.5,16.35,16.35, ,0.56,0.56,,,
PR_004,6,1.6,15.35,15.35, ,0.60,0.60,,,
PR_004,6,1.7,14.46,14.46, ,0.65,0.65,,,
PR_004,6,1.8,13.68,13.68, ,0.69,0.69,,,
PR_004,6,1.9,12.98,12.98, ,0.74,0.74,,,
PR_004,6,2.0,12.35,12.35, ,0.79,0.79,,,
PR_004,6,2.1,11.78,11.78, ,0.83,0.83,,,
PR_004,6,2.2,11.26,11.26, ,0.88,0.88,,,
PR_004,6,2.3,10.79,10.79, ,0.93,0.93,,,
PR_004,6,2.4,10.36,10.36, ,0.98,0.98,,,
PR_004,6,2.5,9.96,9.96, ,1.03,1.03,,,
PR_004,6,2.6,9.59,9.59, ,1.08,1.08,,,
PR_004,6,2.7,9.26,9.26, ,1.13,1.13,,,
PR_004,6,2.8,8.95,8.95, ,1.18,1.18,,,
PR_004,6,2.9,8.66,8.66, ,1.24,1.24,,,
PR_004,6,3.0,8.38,8.38, ,1.29,1.29,,,
PR_004,6,3.1,8.13,8.13, ,1.35,1.35,,,
PR_004,6.5,0.8,35.75,35.75, ,0.28,0.28,,,
PR_004,6.5,0.9,31.80,31.80, ,0.31,0.31,,,
PR_004,6.5,1.0,28.64,28.64, ,0.35,0.35,,,
PR_004,6.5,1.1,26.05,26.05, ,0.39,0.39,,,
PR_004,6.5,1.2,23.90,23.90, ,0.43,0.43,,,
PR_004,6.5,1.3,22.08,22.08, ,0.47,0.47,,,
PR_004,6.5,1.4,20.52,20.52, ,0.51,0.51,,,
PR_004,6.5,1.5,19.17,19.17, ,0.55,0.55,,,
PR_004,6.5,1.6,17.99,17.99, ,0.60,0.60,,,
PR_004,6.5,1.7,16.95,16.95, ,0.64,0.64,,,
PR_004,6.5,1.8,16.02,16.02, ,0.68,0.68,,,
PR_004,6.5,1.9,15.20,15.20, ,0.73,0.73,,,
PR_004,6.5,2.0,14.46,14.46, ,0.77,0.77,,,
PR_004,6.5,2.1,13.79,13.79, ,0.82,0.82,,,
PR_004,6.5,2.2,13.18,13.18, ,0.87,0.87,,,
PR_004,6.5,2.3,12.62,12.62, ,0.91,0.91,,,
PR_004,6.5,2.4,12.12,12.12, ,0.96,0.96,,,
PR_004,6.5,2.5,11.65,11.65, ,1.01,1.01,,,
PR_004,6.5,2.6,11.22,11.22, ,1.06,1.06,,,
PR_004,6.5,2.7,10.82,10.82, ,1.11,1.11,,,
PR_004,6.5,2.8,10.45,10.45, ,1.16,1.16,,,
PR_004,6.5,2.9,10.11,10.11, ,1.21,1.21,,,
PR_004,6.5,3.0,9.79,9.79, ,1.27,1.27,,,
PR_004,6.5,3.1,9.49,9.49, ,1.32,1.32,,,
PR_004,7,0.8,41.45,41.45, ,0.27,0.27,,,
PR_004,7,0.9,36.87,36.87, ,0.31,0.31,,,
PR_004,7,1.0,33.20,33.20, ,0.35,0.35,,,
PR_004,7,1.1,30.20,30.20, ,0.39,0.39,,,
PR_004,7,1.2,27.70,27.70, ,0.43,0.43,,,
PR_004,7,1.3,25.59,25.59, ,0.47,0.47,,,
PR_004,7,1.4,23.78,23.78, ,0.51,0.51,,,
PR_004,7,1.5,22.21,22.21, ,0.55,0.55,,,
PR_004,7,1.6,20.84,20.84, ,0.59,0.59,,,
PR_004,7,1.7,19.63,19.63, ,0.63,0.63,,,
PR_004,7,1.8,18.56,18.56, ,0.68,0.68,,,
PR_004,7,1.9,17.60,17.60, ,0.72,0.72,,,
PR_004,7,2.0,16.74,16.74, ,0.76,0.76,,,
PR_004,7,2.1,15.96,15.96, ,0.81,0.81,,,
PR_004,7,2.2,15.25,15.25, ,0.85,0.85,,,
PR_004,7,2.3,14.61,14.61, ,0.90,0.90,,,
PR_004,7,2.4,14.02,14.02, ,0.95,0.95,,,
PR_004,7,2.5,13.47,13.47, ,1.00,1.00,,,
PR_004,7,2.6,12.97,12.97, ,1.04,1.04,,,
PR_004,7,2.7,12.51,12.51, ,1.09,1.09,,,
PR_004,7,2.8,12.08,12.08, ,1.14,1.14,,,
PR_004,7,2.9,11.68,11.68, ,1.19,1.19,,,
PR_004,7,3.0,11.31,11.31, ,1.24,1.24,,,
PR_004,7,3.1,10.97,10.97, ,1.30,1.30,,,
PR_004,7.5,0.8,47.58,47.58, ,0.27,0.27,,,
PR_004,7.5,0.9,42.31,42.31, ,0.31,0.31,,,
PR_004,7.5,1.0,38.09,38.09, ,0.35,0.35,,,
PR_004,7.5,1.1,34.65,34.65, ,0.38,0.38,,,
